SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0.014180678,-0.68774176,0.70386153,0.24533159,0.102409154,-0.005978994,-0.20037463,-0.028982738,0.0,0.09205309,0.26651388,0.05077055,0.0,-0.3236788,0.0,-0.122638166,0.0,-0.012857415,0.0,0.061065186,0.0,0.080200695,0.0,0.0168019,0.20649041,0.23878951,0.067502744,0.007060561,0.118220836,0.057146672
0.16310221,-1.736393,-0.064201385,-0.42969933,-0.13172552,0.007429594,0.046090394,-0.021819403,0.0,0.07750026,0.11380612,0.0336632,0.0,-0.4764348,0.0,-0.082496546,0.0,-0.0090943,0.0,-0.04009457,0.0,0.14275943,0.0,0.052105285,-0.058909398,-1.9635137,0.058190018,0.07701228,-0.14226967,0.016757501
-0.023562541,-0.49408567,-0.02924088,-0.12445357,0.028867347,-0.041665718,0.044326846,0.3186527,0.0,-0.011331271,-0.34187794,0.07858847,0.0,0.098899305,0.0,-0.043448802,0.0,0.0077964384,0.0,0.13287516,0.0,-0.07017865,0.0,-0.09920782,0.19809048,0.29455692,0.10250854,0.016069628,-0.22346663,0.006752611
0.13383451,0.37927207,0.16271706,-0.033472057,-0.0022583199,-0.003192714,0.028068766,-0.0254785,0.0,0.18288183,0.34366053,0.08633486,0.0,0.10111678,0.0,0.022210494,0.0,0.0010029548,0.0,0.06549268,0.0,-0.031539015,0.0,0.11370661,0.21114834,0.37102863,0.10353903,-0.046646096,-0.15277566,-0.0052485242
-0.049333833,-0.029521931,-0.09822821,-0.31067327,0.048679326,-0.003953041,-0.1252988,-0.015818495,0.0,-0.09312761,-0.38179752,0.088786505,0.0,0.05822771,0.0,0.02940918,0.0,-0.00676109,0.0,-0.17656662,0.0,-0.06074678,0.0,-0.089944586,0.19992085,0.30101046,-0.14726277,0.0047514318,-0.22595482,-0.08076516
-0.04758832,-2.0939443,-0.18016726,0.2266655,0.035670396,0.015769243,-0.058486376,-0.034341086,0.0,0.21899256,0.1314677,0.058461837,0.0,0.2208135,0.0,0.055192515,0.0,0.055717345,0.0,0.20803355,0.0,-0.31138113,0.0,0.08848753,0.09256596,-1.9359038,0.10930742,-0.18896785,-0.25902262,0.027756136
-0.053006098,0.21779355,-0.4301653,-0.049424376,0.009660356,0.0010701185,-0.088590816,-0.02474715,0.0,-0.14584562,-0.21535641,-0.41340968,0.0,0.04446482,0.0,0.04526969,0.0,-0.0010869419,0.0,0.0012454309,0.0,-0.057175253,0.0,-0.052130636,0.11127404,-1.8652072,-0.12882121,0.033258624,-0.11143797,0.014124867
-0.020212196,-0.015103772,0.11294659,-0.04946945,-0.0055427286,-0.0047991103,-0.13976908,-0.029088676,0.0,0.12904468,0.2692318,0.09109129,0.0,0.10904581,0.0,-0.07714386,0.0,-0.0023158027,0.0,0.08572672,0.0,0.06477091,0.0,-0.060972378,0.21526799,0.36457753,0.140509,0.0055711195,0.25802192,0.0038365533
-0.0061887736,-0.64454687,0.5502331,-0.18649922,-0.041214496,0.009897188,0.082159944,-0.03592946,0.0,0.10030169,0.17965734,0.0662433,0.0,0.096301876,0.0,-0.08306411,0.0,0.004125362,0.0,0.13136207,0.0,0.11639917,0.0,0.24591088,-0.6500482,0.20058641,0.10042908,0.002895516,-0.1630659,0.031400096
-0.037300665,-0.21282344,-0.008587975,-0.26320472,-0.027710764,0.085476294,0.07367869,0.38967258,0.0,-0.06386308,-0.2333966,0.049129847,0.0,-0.16641921,0.0,-0.005693707,0.0,0.0064811325,0.0,0.057024047,0.0,-0.079362914,0.0,-0.2508046,-0.86977494,0.21547888,-0.12855983,-0.03790875,-0.19671725,0.026283631
0.21756709,0.71759987,-0.1807427,0.028429268,-0.0023120546,-0.0018857758,0.018547349,-0.029783508,0.0,0.15155412,0.24838354,0.11244301,0.0,0.09545192,0.0,0.06948192,0.0,-0.0006045678,0.0,0.079852045,0.0,-0.06811443,0.0,-0.08789009,0.29156223,0.3788875,0.10048747,0.005942481,-0.16690058,-0.008195577
-0.030103479,0.012318365,-0.10936835,-0.08235924,-0.01634402,0.08110469,0.07943781,0.30653092,0.0,-0.06613956,-0.3498772,0.08208889,0.0,-0.23389284,0.0,0.06410415,0.0,-0.0028392258,0.0,-0.02283461,0.0,-0.103178516,0.0,-0.05452457,0.18177763,0.25204834,-0.22479533,0.0019600184,0.31814405,0.025114842
-0.020485975,-0.6631277,-0.50956744,-0.34640065,0.002569484,0.007242379,0.02491047,-0.07307193,0.0,-0.06314576,-0.27141872,-0.42065164,0.0,0.06655549,0.0,-0.022163916,0.0,-0.0012183988,0.0,0.035311095,0.0,-0.09959395,0.0,-0.27417767,-0.8060835,0.19380926,0.0704162,0.018708816,-0.13812338,0.011865826
-0.037793364,0.030621631,0.03690423,-0.07582272,-0.01577603,0.0051752212,-0.05359863,-0.03280855,0.0,-0.0852099,-0.2540452,-0.48422906,0.0,0.049165964,0.0,0.021542266,0.0,-0.0066506797,0.0,0.019386439,0.0,-0.092225134,0.0,-0.28206947,-0.8038633,0.19943194,-0.20668335,0.043583006,-0.17173848,-0.082136385
-0.04901252,-0.6939224,-0.21970797,-0.24989006,-0.0131578855,0.0105757555,0.018391384,-0.053631116,0.0,-0.05105628,0.27226597,0.06513873,0.0,0.08193569,0.0,0.036745105,0.0,-0.0058164634,0.0,0.075487435,0.0,-0.0557926,0.0,-0.10492977,0.24993539,0.33751836,-0.16311683,0.013066156,-0.20773165,-0.061595578
0.16043359,0.087960854,-0.19969381,0.014637322,-0.006200394,0.013037366,0.039593358,-0.061940152,0.0,-0.10710321,-0.39348948,0.08089925,0.0,-0.23357737,0.0,-0.026759068,0.0,-0.0005450485,0.0,0.062619336,0.0,-0.04050858,0.0,-0.09450109,0.19404845,0.27722406,0.07490527,-0.0018473871,-0.21461238,-0.00071106444
-0.032901328,-0.12028965,-0.028730044,-0.3018147,0.0031092383,-0.00511614,0.01810886,-0.034489118,0.0,-0.116739884,0.25344634,0.08637463,0.0,0.083704926,0.0,0.041904468,0.0,-0.0016155334,0.0,0.06454628,0.0,0.11869985,0.0,0.06618351,0.1921218,0.343499,-0.2875371,0.023792282,0.2471266,-0.00090311765
-0.023832222,0.26506254,0.46954566,-0.22305937,0.0034050983,0.0020348462,0.03878144,-0.029502785,0.0,0.12679686,0.35128036,0.08865988,0.0,0.06501932,0.0,0.05088389,0.0,0.0027565537,0.0,0.08250205,0.0,0.13705464,0.0,0.051247574,0.19167218,0.36364028,0.13509804,-0.060104445,-0.1889457,-0.004483347
-0.02062727,-0.2869403,-0.45875776,0.143576,-0.061147626,-0.003835311,-0.1629295,-0.10464821,0.0,0.15848055,-0.25277635,-0.5166966,0.0,0.059772994,0.0,0.03615973,0.0,-0.002188489,0.0,0.05820003,0.0,-0.059633434,0.0,-0.08973066,0.09218423,-1.516043,0.10094273,0.0027629442,0.32739943,0.010070145
-0.018863127,0.5614991,0.08632152,-0.018351203,0.0064255698,-0.0025850686,0.030821057,-0.041510973,0.0,-0.15776822,0.23001982,0.10633958,0.0,0.11491808,0.0,0.07754912,0.0,-0.0016155334,0.0,0.08275186,0.0,0.0639264,0.0,0.06575285,0.2170463,0.39346048,0.11435473,0.009031792,0.183798,6.088192e-05
0.12278391,-0.53231055,-0.082987756,-0.28073904,0.015996318,-0.0074749263,0.027866427,-0.031047666,0.0,0.1630573,0.26345316,0.063240156,0.0,0.13273835,0.0,-0.098446295,0.0,0.015913788,0.0,0.102649,0.0,-0.11208897,0.0,0.07687525,0.16828921,0.31156883,0.096099734,0.0052516437,0.22959879,0.0045560617
-0.06588908,1.0482054,-0.37655264,0.21380071,-0.0007512306,-0.016783262,-0.13376616,0.16206728,0.0,-0.0094601875,-0.3639215,0.09646637,0.0,0.10713869,0.0,0.03907337,0.0,-0.00676109,0.0,0.16670957,0.0,-0.061495982,0.0,-0.07849284,0.25548872,0.37054893,-0.21085137,0.009516285,-0.17669636,-0.04449244
-0.038540386,-1.2032692,-0.9488307,-0.86497253,0.012735991,0.004782052,-0.1929487,-0.05611608,0.0,-0.040714227,-0.23971462,-0.42504507,0.0,0.042161234,0.0,-0.05363029,0.0,-0.003081372,0.0,0.034940857,0.0,-0.08084133,0.0,-0.28518167,-0.78250223,0.19599606,0.070410095,-0.09013235,-0.15448901,0.015018143
-0.03147324,-1.0752898,-0.5735036,-0.31959835,0.034591645,-0.0008635092,0.072794914,-0.03853534,0.0,0.054067064,-0.20321575,-0.35202506,0.0,0.042958908,0.0,-0.019711442,0.0,-0.012544267,0.0,0.042519893,0.0,-0.09083524,0.0,-0.05948714,0.092077814,-1.5672717,-0.17792508,0.0034502237,-0.2122823,0.015666751
-0.028848756,0.5702328,0.08927147,0.0076566394,0.004891476,-0.0027709152,0.031213088,-0.041336562,0.0,-0.16353992,0.21776274,0.11645896,0.0,0.1140837,0.0,0.07754912,0.0,-0.0014961422,0.0,0.08275186,0.0,0.06408337,0.0,0.06604344,0.21366392,0.39430276,0.11435473,0.009073461,0.18133955,-3.1329535e-05
-0.010762405,-1.5415727,0.069633625,-0.17374723,-0.024757268,-0.011776181,-0.06146739,-0.025245588,0.0,0.19844584,0.24473801,0.07202469,0.0,0.09230082,0.0,-0.09419427,0.0,-0.013771419,0.0,0.108293116,0.0,-0.14199077,0.0,0.11362504,0.17084411,0.2987867,0.08873539,-0.045038655,-0.26051453,0.007767105
0.28275207,0.700711,-0.08576882,0.03138611,-0.0066107437,-0.0027149075,0.034816895,-0.04104124,0.0,-0.09058586,-0.31898466,0.14410791,0.0,0.06322798,0.0,0.04302044,0.0,-0.0013073271,0.0,0.07128809,0.0,-0.08615936,0.0,-0.08384148,0.2518411,0.33292422,-0.19211324,0.008084965,-0.16255361,0.0034516687
-0.05401642,-0.9975267,-0.7147067,-0.67927545,0.0010031667,0.0028118116,-0.18365517,-0.046672735,0.0,-0.047193743,-0.18937221,-0.33725554,0.0,0.029226882,0.0,-0.003248732,0.0,-0.0029499158,0.0,0.027092522,0.0,-0.07613264,0.0,-0.06319462,0.0946457,-1.6635084,-0.14287932,0.02005456,-0.14607981,0.014469188
-0.032085896,1.0555542,-0.110755816,0.22629252,-0.0017370691,-0.004175438,0.021134816,-0.029224683,0.0,0.13783666,0.2813364,0.12156886,0.0,0.10907017,0.0,0.060975853,0.0,-0.0014857298,0.0,0.1123269,0.0,-0.058556505,0.0,-0.056986153,0.26415566,0.40131804,0.13707767,0.009001577,0.24573514,0.01129481
-0.02871721,-0.4562963,0.5188469,-0.3778359,-0.03722046,0.0411315,0.00056293374,-0.050098095,0.0,-0.06423758,-0.46567386,0.07004795,0.0,0.13025294,0.0,0.009683184,0.0,0.008064024,0.0,-0.33194777,0.0,-0.065094486,0.0,-0.03858674,0.14632842,0.285071,0.09361973,0.02037669,0.26705524,0.0035591477
0.3200332,-0.9335383,-0.7127969,-0.6626442,0.014398748,0.002441772,0.06756022,-0.04272676,0.0,-0.07619699,-0.1925241,-0.34707046,0.0,0.007433377,0.0,-0.008496117,0.0,-0.0016233153,0.0,0.030394131,0.0,-0.08769727,0.0,-0.06608797,0.09373457,-1.5229014,-0.12229251,-0.09155979,-0.10556842,0.004275551
-0.026966952,0.5967821,0.09404276,0.035583045,-0.00698926,0.003870834,0.038534433,-0.030871488,0.0,0.18607098,0.222745,0.11689537,0.0,0.12734686,0.0,0.07782415,0.0,0.0029123696,0.0,0.08773933,0.0,0.083493285,0.0,-0.06213266,0.25072572,0.39469874,0.13035905,0.0077635883,0.20951721,-0.0009421136
-0.02684847,-0.36367202,-0.042317923,0.1676109,0.0054226858,-0.005354828,0.00802344,-0.03409247,0.0,0.0010348519,0.30114707,0.067903034,0.0,0.08844749,0.0,0.0147373825,0.0,-0.00062604994,0.0,0.07407732,0.0,-0.070762195,0.0,-0.096495494,0.24316786,0.3479846,0.109633125,-0.013428859,-0.23271887,0.008542272
-0.049431466,0.5589729,-0.46086362,0.13185376,0.022054976,0.0038473697,0.024951143,-0.0347984,0.0,-0.08780296,-0.41099304,-0.71006906,0.0,0.06867635,0.0,0.023679938,0.0,-0.0065192226,0.0,0.026783276,0.0,-0.083525665,0.0,-0.07822167,0.24778065,0.32719377,0.08286453,0.031030856,-0.14948589,-0.059955433
-0.04028567,-0.3637027,-0.20923643,0.113546886,-0.04117828,-0.016807547,0.019305771,-0.040726222,0.0,-0.009543197,-0.30842072,0.048281174,0.0,-0.14184992,0.0,0.0008003991,0.0,-0.0031886122,0.0,-0.22367993,0.0,0.080115944,0.0,-0.1330403,-0.6384502,0.21283606,-0.14784023,-0.023634048,0.39633867,0.0290341
-0.026215922,0.3315696,0.41086945,0.33388713,-0.02789517,-0.012376265,0.14844278,-0.02029312,0.0,-0.100600936,0.31393805,0.073249795,0.0,-0.20636396,0.0,-0.14156169,0.0,0.0066411,0.0,-0.18323036,0.0,0.14662701,0.0,0.04870268,0.15846775,0.28920072,0.116688415,0.04368137,0.17866826,0.003215449
-0.02103899,0.43685323,-0.14329709,-0.0839386,-0.002102244,-0.00015250224,0.023071297,-0.032393057,0.0,0.17360483,0.31577855,0.097668245,0.0,0.10617446,0.0,0.11300126,0.0,-0.0014857298,0.0,0.06460073,0.0,-0.07260671,0.0,-0.06137849,0.25751722,0.38372442,0.14230967,0.003744382,0.26935655,0.00962058
-0.024566352,0.19387221,-0.31504846,-0.15007757,-0.04831244,-0.0027701117,0.033595473,-0.04667959,0.0,-0.108167864,-0.4761339,0.104514055,0.0,0.07016145,0.0,-0.15390553,0.0,-0.0024351936,0.0,-0.3044439,0.0,0.0559194,0.0,-0.053897247,0.15291199,0.3254699,0.11966631,0.0069036204,0.25850052,0.0049435347
-0.038814105,-1.2182212,-0.8824607,-0.7983153,-0.00786186,0.004782052,-0.15641584,-0.05199566,0.0,-0.03472412,-0.23970434,-0.42504507,0.0,0.042161234,0.0,-0.053971205,0.0,-0.003081372,0.0,0.030565701,0.0,-0.0803118,0.0,-0.26812208,-0.7894063,0.19625114,0.06856497,-0.08348497,-0.1557742,0.015018143
-0.036367778,-0.20908763,-0.14301376,-0.29290077,-0.0018633503,-0.004915951,0.0152072655,-0.021596372,0.0,0.15545937,0.33211333,0.06746424,0.0,0.06979516,0.0,0.04823496,0.0,-0.00062604994,0.0,0.051571727,0.0,-0.06991245,0.0,-0.09711559,0.25828424,0.35100317,-0.26694226,0.018566884,-0.2260084,0.010303609
-0.07472939,-1.0840987,-0.6652014,-1.0217139,0.035736807,0.0020749473,0.05886795,-0.04019906,0.0,0.048904475,-0.20321575,-0.34839675,0.0,0.056291793,0.0,-0.02022842,0.0,-0.008624064,0.0,0.040079724,0.0,-0.07081574,0.0,-0.069213085,0.094756186,-1.5639054,-0.18186715,0.019016124,-0.13441698,-0.19398962
-0.03153224,1.0789706,0.5104127,0.014008632,-0.006765292,0.008188741,-0.2289375,-0.021074055,0.0,0.08773482,0.27589595,0.094827786,0.0,-0.32137588,0.0,0.10088171,0.0,0.003403022,0.0,0.07892842,0.0,0.05504659,0.0,0.001657538,0.20364119,0.37146574,0.11849239,0.015632482,0.18552086,0.0052580675
-0.058961794,0.54591185,-0.56686693,0.158684,0.02351181,-0.0027149075,0.025859158,-0.033361204,0.0,-0.08227784,-0.3992656,-0.65657586,0.0,0.06347523,0.0,0.039303612,0.0,-0.00676109,0.0,0.010259034,0.0,-0.084056735,0.0,-0.07637418,0.23751907,0.32259762,-0.17258753,0.010380931,-0.12604317,-0.06168
-0.035439245,0.6529282,-0.03626781,0.069294184,0.03586637,-0.0031219309,-0.045680463,-0.012512032,0.0,-0.10472141,-0.40341026,0.11659031,0.0,0.0970389,0.0,0.030178789,0.0,-0.00676109,0.0,-0.23020361,0.0,-0.052066248,0.0,-0.06349904,0.22479829,0.35421142,0.07559393,0.0047231927,-0.19046713,-0.052189205
-0.07378935,1.0900353,-0.2413135,0.15416327,0.014057881,-0.0044216174,-0.06140588,-0.020092,0.0,-0.02267279,-0.3758227,0.11226094,0.0,-0.3860663,0.0,0.04069572,0.0,-0.0070285406,0.0,0.04828245,0.0,-0.0530667,0.0,-0.06970767,0.2622135,0.37176287,-0.18742245,-0.0015555804,-0.15122674,-0.086151555
-0.025078177,0.37256783,-0.120817535,-0.103554346,0.0018807794,-0.003482472,0.023438137,-0.039047092,0.0,-0.14223638,0.33926538,0.097043894,0.0,0.07421479,0.0,0.03946799,0.0,-0.0008163913,0.0,0.08392005,0.0,0.07957223,0.0,-0.07903091,0.28184253,0.401628,0.11085296,0.008232797,-0.1951708,0.005179034
-0.037312016,-0.33251783,-0.08690178,-0.25325438,0.010217623,0.01110825,-0.03981067,-0.055742815,0.0,-0.02510734,-0.285914,0.05051193,0.0,-0.26033312,0.0,0.01279409,0.0,0.0048529916,0.0,0.069940925,0.0,-0.052908767,0.0,0.26710084,-0.46601048,0.2620572,0.11187181,-0.13969767,-0.13298766,0.01838181
-0.005332179,-0.73045766,0.09376323,-0.0035335694,0.02667879,0.013980664,-0.0545566,-0.027683415,0.0,0.086498834,0.14917313,0.04147572,0.0,-0.2905027,0.0,-0.061624404,0.0,-0.0029486828,0.0,0.06937849,0.0,-0.0887862,0.0,-0.28290096,-0.94721365,0.22107702,0.06530324,-0.0098125115,-0.2163021,0.052459367
-0.05465269,-0.5521315,-0.24317224,-0.36784083,0.016456174,0.04291949,-0.2593019,0.12596883,0.0,-0.009481082,-0.22137631,0.059142187,0.0,0.073934846,0.0,-0.05553475,0.0,-0.0068410207,0.0,-0.29512465,0.0,0.07195971,0.0,-0.24024901,-0.8365407,0.2181231,-0.16617765,0.009237472,-0.1993918,-0.048155278
-0.045322172,-0.46343982,-0.6742285,0.287698,0.07484734,0.0035685154,-0.19410044,-0.03736828,0.0,-0.063111916,-0.18937221,-0.2965306,0.0,0.08052846,0.0,0.029315202,0.0,-0.01773468,0.0,0.03469479,0.0,-0.06921995,0.0,-0.06701196,0.09756286,-1.6539918,-0.14687687,0.012085506,-0.1630528,-0.12967953
-0.11235234,-2.2632015,-0.48437452,-0.19006886,-0.029694878,0.038975656,-0.06761582,-0.046011455,0.0,-0.00870935,-0.19124484,0.033705495,0.0,-0.442133,0.0,-0.09749338,0.0,0.034473803,0.0,-0.2665348,0.0,0.032220013,0.0,-0.06421817,0.06095067,-1.5760192,-0.18388028,0.038720217,-0.22380288,-0.38608125
-0.019547708,-0.69629997,-0.7320998,-0.41923496,0.003402321,-0.00431896,0.03593846,-0.07614052,0.0,-0.073170625,-0.31940815,-0.5927477,0.0,0.070848204,0.0,-0.029902728,0.0,-0.0023199457,0.0,0.037520904,0.0,-0.10553662,0.0,-0.1590276,-0.6750318,0.19381851,0.0795577,0.0065519814,0.32417604,0.011702945
-0.038873386,-0.19438194,-0.07081176,-0.04340057,-0.027374435,0.006336313,-0.06384324,-0.03097912,0.0,-0.07253687,0.18608837,0.06180994,0.0,0.06893595,0.0,0.01807501,0.0,-0.0007992032,0.0,0.072536334,0.0,0.09284284,0.0,0.27057943,-0.7122143,0.29218036,-0.29378474,-0.068876624,-0.16846445,0.004716263
-0.053091273,0.34897014,-0.05621513,-0.057222158,0.0050160126,0.0055920747,-0.058214184,-0.024781913,0.0,-0.060249247,-0.47224224,0.09468662,0.0,-0.27306157,0.0,0.042998448,0.0,-0.0067866733,0.0,0.030076977,0.0,-0.060041748,0.0,-0.08028772,0.2210459,0.3256458,-0.20869786,-0.00270067,-0.17929041,-0.094399184
-0.03355602,0.567191,0.013763079,-0.026087828,0.009772854,-0.0038988884,0.017288873,-0.03155456,0.0,-0.09047883,-0.3932772,0.12411662,0.0,0.08018143,0.0,-0.05630842,0.0,-0.0020879318,0.0,0.045428023,0.0,-0.045455374,0.0,-0.06852158,0.22501186,0.3475008,-0.23886031,-0.04852585,-0.15838224,0.0121038705
-0.044148892,0.9924836,-0.46634758,0.14005142,0.014981811,-0.010542528,0.017588932,-0.04130619,0.0,-0.062045973,-0.38171327,0.11277972,0.0,-0.36038202,0.0,-0.04168076,0.0,-0.0038402157,0.0,0.06971878,0.0,-0.026438184,0.0,-0.047344107,0.22183314,0.3567644,0.120541,-0.0030943113,0.22377893,0.01804392
-0.04447977,0.4957138,-0.152062,0.0063766497,0.04494169,-0.024624798,0.020012999,-0.017588083,0.0,-0.06748949,-0.40366632,0.10161428,0.0,-0.4251854,0.0,-0.039902695,0.0,-0.007084904,0.0,-0.18071319,0.0,-0.04673285,0.0,-0.061222315,0.20653799,0.3519247,0.07955138,0.0034476316,-0.18163924,-0.08760428
-0.033814423,-0.052421525,-0.042001706,0.01612726,-0.0038471783,0.0063678934,0.03713772,-0.058044728,0.0,-0.12820742,-0.3959416,0.10239213,0.0,0.082341716,0.0,0.032172725,0.0,0.035661895,0.0,0.0853028,0.0,-0.069203295,0.0,-0.11178897,0.19406633,0.30527428,0.113016896,0.012799733,-0.26220798,-0.01895279
-0.052246235,0.32435834,-0.2732381,0.04699622,0.0059717475,-0.00538961,0.024941856,-0.02987497,0.0,0.07041699,-0.26783323,0.08500336,0.0,0.070673734,0.0,0.025181256,0.0,-0.0068080723,0.0,-0.20709461,0.0,0.088591464,0.0,0.23527883,-0.6072907,0.2709145,-0.26909822,0.0055735605,-0.15054765,-0.045375787
-0.0488947,1.2450346,0.13847734,0.14474036,0.001942401,0.008250872,-0.16467586,-0.023072802,0.0,-0.08919108,0.30295238,0.12407434,0.0,0.107689925,0.0,0.058778707,0.0,-0.006006805,0.0,0.098457,0.0,0.038160123,0.0,-0.07844325,0.28661278,0.42535675,0.08739838,0.014192061,-0.16705284,-0.031248562
-0.059079036,-1.753912,-0.67036074,-0.597539,0.019130182,0.012766953,-0.20658809,-0.06527748,0.0,0.051127486,-0.20267084,-0.35202506,0.0,0.17762841,0.0,-0.07777652,0.0,0.037385993,0.0,0.13840412,0.0,-0.42367375,0.0,-0.0824726,0.08558683,-1.5212027,-0.22682942,0.07597781,-0.22573088,0.013469242
-0.024336787,-0.5596399,-0.5760957,-0.40848595,-0.011445007,0.005650163,0.052489165,-0.13996561,0.0,-0.12854095,-0.22543891,-0.49506286,0.0,0.02979129,0.0,0.0020180456,0.0,-0.001946622,0.0,0.050865512,0.0,-0.11100121,0.0,-0.08756126,0.08588809,-1.559146,-0.17061365,0.0068473136,0.33685148,0.010343781
0.11435762,-0.18072294,-0.041823458,-0.31171057,-0.0007068406,-0.0042756014,0.017525254,-0.0312296,0.0,0.1444665,0.30958074,0.07585566,0.0,0.09166616,0.0,0.01889658,0.0,8.2737184e-05,0.0,0.087816685,0.0,-0.077138476,0.0,-0.07482434,0.22348273,0.33551303,0.11263578,0.01954558,0.2955328,0.0010961271
-0.041378103,-0.16912736,0.046750378,-0.31828317,0.013962302,0.0068204985,-0.038954776,-0.033216428,0.0,-0.10268822,0.20613256,0.06129942,0.0,0.067820385,0.0,-0.009306681,0.0,-0.00087071746,0.0,0.06803711,0.0,-0.05976262,0.0,0.26139316,-0.7816978,0.29061645,-0.2904572,0.02302191,-0.15674944,0.01322081
